"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"25277","MA",25,20180629,"stable",25.868,23.772,17.645,20.709,20.708,15.709,12.709,10.709,8.709,5.709,2.849,1.378,0.848,0.003,0,0,0,0,0,0,0,0.14,1.139
"25278","MA",25,20180630,"stable",0.018,29.942,17.564,23.753,23.753,18.753,15.753,13.753,11.753,8.754,5.901,4.281,3.595,1.428,0.186,0.053,0.007,0,0,0,0.001,0.148,0.842
"25279","MD",24,20180601,"stable",13.645,27.025,19.645,23.335,23.335,18.335,15.335,13.335,11.335,8.335,5.348,3.472,2.666,0.548,0,0,0,0,0,0,0,0.013,0.331
"25280","MD",24,20180602,"stable",7.442,29.564,20.771,25.168,25.168,20.168,17.168,15.167,13.167,10.167,7.171,5.218,4.285,1.541,0.135,0.016,0,0,0,0,0,0.004,0.118
"25281","MD",24,20180603,"stable",14.412,27.698,19.282,23.49,23.49,18.49,15.49,13.49,11.49,8.49,5.52,3.702,2.925,0.783,0.001,0,0,0,0,0,0,0.03,0.436
"25282","MD",24,20180604,"stable",27.038,19.699,12.667,16.183,16.183,11.183,8.183,6.183,4.194,1.805,0.4,0.044,0.008,0,0,0,0,0,0,0,0.622,2.218,4.825
"25283","MD",24,20180605,"stable",0,23.896,12.162,18.029,18.029,13.029,10.029,8.037,6.113,3.698,1.936,1.059,0.706,0.002,0,0,0,0,0,0,0.669,1.907,3.677
"25284","MD",24,20180606,"stable",2.672,25.584,13.97,19.777,19.777,14.777,11.797,9.846,7.938,5.241,3.042,1.943,1.48,0.207,0,0,0,0,0,0,0.464,1.265,2.703
"25285","MD",24,20180607,"stable",0,21.254,13.204,17.229,17.229,12.231,9.298,7.399,5.559,3.046,1.262,0.496,0.241,0,0,0,0,0,0,0,0.817,2.033,4.012
"25286","MD",24,20180608,"stable",0,24.83,14.325,19.578,19.578,14.578,11.578,9.582,7.627,4.795,2.587,1.499,1.052,0.019,0,0,0,0,0,0,0.217,1.009,2.474
"25287","MD",24,20180609,"stable",1.004,27.54,18.01,22.775,22.775,17.775,14.775,12.775,10.775,7.786,4.921,3.28,2.593,0.645,0,0,0,0,0,0,0.011,0.146,0.819
"25288","MD",24,20180610,"stable",9.997,28.453,18.762,23.608,23.607,18.607,15.608,13.607,11.607,8.609,5.693,3.901,3.147,0.95,0.009,0,0,0,0,0,0.001,0.086,0.54
"25289","MD",24,20180611,"stable",25.732,25.037,14.515,19.776,19.776,14.776,11.776,9.776,7.776,4.886,2.697,1.606,1.154,0.099,0,0,0,0,0,0,0.111,0.922,2.378
"25290","MD",24,20180612,"stable",2.005,18.324,11.721,15.022,15.022,10.022,7.022,5.025,3.163,1.087,0.074,0,0,0,0,0,0,0,0,0,1.065,3.051,5.978
"25291","MD",24,20180613,"stable",0.93,23.998,15.664,19.831,19.831,14.831,11.831,9.831,7.831,4.882,2.427,1.275,0.828,0.001,0,0,0,0,0,0,0.05,0.596,1.997
"25292","MD",24,20180614,"stable",0.964,27.777,19.083,23.43,23.43,18.43,15.43,13.429,11.432,8.494,5.643,3.846,3.037,0.791,0,0,0,0,0,0,0.064,0.214,0.608
"25293","MD",24,20180615,"stable",0.001,28.483,15.484,21.984,21.984,16.984,13.984,11.984,9.996,7.114,4.581,3.243,2.663,0.878,0.006,0,0,0,0,0,0.13,0.597,1.68
"25294","MD",24,20180616,"stable",0,27.004,13.671,20.337,20.337,15.337,12.337,10.337,8.343,5.576,3.45,2.318,1.825,0.377,0,0,0,0,0,0,0.239,1.113,2.488
"25295","MD",24,20180617,"stable",0.166,28.939,18.116,23.527,23.527,18.527,15.527,13.527,11.527,8.528,5.625,3.933,3.227,1.081,0.024,0,0,0,0,0,0.001,0.098,0.699
"25296","MD",24,20180618,"stable",0.003,31.075,20.171,25.623,25.623,20.623,17.623,15.623,13.623,10.623,7.633,5.697,4.805,2.102,0.463,0.219,0.058,0.005,0,0,0,0.01,0.182
"25297","MD",24,20180619,"stable",0.809,32.655,22.814,27.735,27.735,22.735,19.735,17.735,15.735,12.735,9.735,7.737,6.758,3.25,1.038,0.665,0.361,0.139,0.021,0.001,0,0,0.023
"25298","MD",24,20180620,"stable",5.842,31.549,19.789,25.669,25.669,20.669,17.669,15.669,13.669,10.669,7.67,5.784,4.94,2.291,0.637,0.374,0.191,0.073,0.018,0.002,0,0.001,0.271
"25299","MD",24,20180621,"stable",8.109,28.564,20.539,24.552,24.552,19.552,16.551,14.551,12.551,9.552,6.563,4.633,3.741,1.152,0.075,0.011,0,0,0,0,0,0.012,0.189
"25300","MD",24,20180622,"stable",2.436,27.355,19.493,23.424,23.424,18.424,15.424,13.424,11.424,8.427,5.501,3.638,2.832,0.681,0,0,0,0,0,0,0.002,0.076,0.408
"25301","MD",24,20180623,"stable",10.399,21.4,17.905,19.653,19.653,14.653,11.652,9.652,7.652,4.659,1.925,0.612,0.195,0,0,0,0,0,0,0,0.006,0.273,1.542
"25302","MD",24,20180624,"stable",3.315,26.58,19.043,22.812,22.812,17.812,14.811,12.811,10.812,7.812,4.872,3.147,2.411,0.502,0.005,0,0,0,0,0,0,0.061,0.6
"25303","MD",24,20180625,"stable",4.591,30.467,19.269,24.868,24.868,19.868,16.868,14.868,12.868,9.868,6.919,5.093,4.282,1.833,0.364,0.164,0.045,0.003,0,0,0,0.051,0.414
"25304","MD",24,20180626,"stable",0.001,27.227,15.332,21.279,21.279,16.279,13.28,11.28,9.28,6.358,3.903,2.629,2.083,0.477,0,0,0,0,0,0,0.078,0.624,1.804
"25305","MD",24,20180627,"stable",0.027,26.534,17.522,22.028,22.028,17.028,14.028,12.028,10.028,7.047,4.244,2.706,2.095,0.39,0,0,0,0,0,0,0.019,0.217,1.067
"25306","MD",24,20180628,"stable",3.583,26.335,20.89,23.612,23.612,18.612,15.612,13.612,11.612,8.612,5.667,3.762,2.859,0.406,0,0,0,0,0,0,0,0.055,0.247
"25307","MD",24,20180629,"stable",0.062,30.052,19.788,24.92,24.92,19.92,16.92,14.92,12.92,9.924,7.005,5.173,4.324,1.752,0.294,0.118,0.024,0,0,0,0.005,0.085,0.404
"25308","MD",24,20180630,"stable",0,31.532,19.496,25.514,25.514,20.514,17.514,15.514,13.514,10.514,7.538,5.657,4.819,2.219,0.561,0.293,0.1,0.012,0,0,0,0.024,0.305
"25309","ME",23,20180601,"stable",0.001,28.977,12.457,20.717,20.717,15.717,12.717,10.717,8.738,6.164,4.144,3.011,2.503,0.875,0.05,0.006,0,0,0,0,0.447,1.426,2.786
"25310","ME",23,20180602,"stable",5.373,26.759,14.907,20.833,20.833,15.833,12.833,10.833,8.833,5.957,3.572,2.349,1.825,0.313,0,0,0,0,0,0,0.124,0.739,1.992
"25311","ME",23,20180603,"stable",0,20.949,4.176,12.562,12.563,7.817,5.488,4.186,3.064,1.685,0.719,0.328,0.219,0.03,0,0,0,0,0,0,4.123,6.156,8.656
"25312","ME",23,20180604,"stable",0.077,18.951,3.409,11.18,11.18,6.473,4.305,3.113,2.092,0.881,0.122,0.002,0,0,0,0,0,0,0,0,4.701,6.942,9.82
"25313","ME",23,20180605,"stable",7.999,9.949,4.683,7.316,7.316,2.415,0.56,0.09,0,0,0,0,0,0,0,0,0,0,0,0,7.684,10.684,13.684
"25314","ME",23,20180606,"stable",4.186,10.956,6.301,8.629,8.629,3.629,1.132,0.253,0.02,0,0,0,0,0,0,0,0,0,0,0,6.371,9.371,12.371
"25315","ME",23,20180607,"stable",0.754,16.17,6.702,11.436,11.436,6.436,3.762,2.34,1.259,0.249,0.004,0,0,0,0,0,0,0,0,0,3.813,6.568,9.564
"25316","ME",23,20180608,"stable",1.057,18.054,9.706,13.88,13.88,8.88,5.88,3.953,2.421,0.827,0.03,0,0,0,0,0,0,0,0,0,1.947,4.15,7.12
"25317","ME",23,20180609,"stable",0.079,21.195,7.465,14.33,14.33,9.33,6.417,4.823,3.498,1.888,0.716,0.245,0.131,0.001,0,0,0,0,0,0,2.557,4.386,6.801
"25318","ME",23,20180610,"stable",0.028,20.869,5.508,13.188,13.188,8.271,5.688,4.298,3.106,1.644,0.588,0.194,0.098,0,0,0,0,0,0,0,3.456,5.4,7.909
"25319","ME",23,20180611,"stable",0,18.707,3.798,11.253,11.253,6.522,4.309,3.107,2.089,0.904,0.243,0.074,0.036,0,0,0,0,0,0,0,4.652,6.99,9.784
"25320","ME",23,20180612,"stable",0,20.054,3.914,11.984,11.984,7.196,4.926,3.671,2.586,1.263,0.341,0.04,0.006,0,0,0,0,0,0,0,4.279,6.357,9.022
"25321","ME",23,20180613,"stable",0.011,25.431,10.644,18.037,18.037,13.037,10.044,8.095,6.32,4.119,2.399,1.477,1.084,0.076,0,0,0,0,0,0,1.082,2.362,4.047
"25322","ME",23,20180614,"stable",9.359,25.737,10.927,18.332,18.332,13.332,10.332,8.399,6.65,4.415,2.667,1.756,1.39,0.299,0,0,0,0,0,0,1.083,2.336,4.058
"25323","ME",23,20180615,"stable",5.439,13.887,5.787,9.837,9.837,4.975,2.664,1.539,0.831,0.337,0.095,0.029,0.011,0,0,0,0,0,0,0,5.5,8.258,11.174
"25324","ME",23,20180616,"stable",0.016,23.199,8.629,15.914,15.914,10.914,7.916,6.127,4.634,2.803,1.381,0.665,0.387,0,0,0,0,0,0,0,1.889,3.467,5.473
"25325","ME",23,20180617,"stable",0,27.266,10.188,18.727,18.727,13.727,10.727,8.755,7.016,4.866,3.111,2.132,1.7,0.388,0,0,0,0,0,0,1.139,2.384,3.972
"25326","ME",23,20180618,"stable",2.865,24.276,11.732,18.004,18.004,13.004,10.004,8.004,6.043,3.756,2.05,1.188,0.851,0.129,0,0,0,0,0,0,0.753,2.047,3.847
"25327","ME",23,20180619,"stable",14.215,23.595,13.074,18.335,18.335,13.335,10.335,8.335,6.334,3.731,1.892,0.994,0.647,0.098,0.007,0.001,0,0,0,0,0.397,1.557,3.312
"25328","ME",23,20180620,"stable",0.003,21.888,8.504,15.196,15.196,10.196,7.225,5.49,4.026,2.273,0.968,0.374,0.203,0.002,0,0,0,0,0,0,2.076,3.772,6.007
"25329","ME",23,20180621,"stable",1.08,25.146,10.43,17.788,17.788,12.788,9.791,7.873,6.132,3.96,2.271,1.37,0.988,0.051,0,0,0,0,0,0,1.172,2.482,4.2
"25330","ME",23,20180622,"stable",0,21.051,5.026,13.038,13.038,8.145,5.72,4.35,3.173,1.726,0.676,0.265,0.146,0,0,0,0,0,0,0,3.688,5.637,8.108
"25331","ME",23,20180623,"stable",0.022,23.623,9.105,16.364,16.364,11.364,8.366,6.508,4.944,3.042,1.557,0.794,0.489,0,0,0,0,0,0,0,1.678,3.192,5.125
"25332","ME",23,20180624,"stable",6.403,21.491,11.091,16.291,16.291,11.291,8.291,6.291,4.423,2.377,0.948,0.364,0.19,0,0,0,0,0,0,0,1.086,2.657,4.899
"25333","ME",23,20180625,"stable",9.758,21.535,10.57,16.052,16.052,11.052,8.052,6.081,4.342,2.326,0.896,0.267,0.08,0,0,0,0,0,0,0,1.274,2.844,5.028
"25334","ME",23,20180626,"stable",3.393,18.21,6.131,12.17,12.171,7.173,4.533,3.16,2.03,0.746,0.068,0.006,0.001,0,0,0,0,0,0,0,3.576,5.898,8.831
"25335","ME",23,20180627,"stable",0.001,23.246,9.252,16.249,16.249,11.249,8.25,6.371,4.798,2.901,1.435,0.694,0.405,0,0,0,0,0,0,0,1.653,3.186,5.156
"25336","ME",23,20180628,"stable",5.813,26.524,14.182,20.353,20.353,15.353,12.353,10.353,8.359,5.527,3.323,2.175,1.681,0.268,0,0,0,0,0,0,0.174,0.97,2.328
"25337","ME",23,20180629,"stable",20.486,19.249,15.406,17.328,17.327,12.328,9.328,7.328,5.328,2.335,0.336,0.015,0.003,0,0,0,0,0,0,0,0.007,1.008,3.675
"25338","ME",23,20180630,"stable",4.81,27.506,14.727,21.117,21.117,16.117,13.117,11.117,9.117,6.223,3.888,2.659,2.126,0.514,0.006,0,0,0,0,0,0.106,0.771,2.009
"25339","MI",26,20180601,"stable",1.194,27.487,13.042,20.265,20.264,15.271,12.391,10.554,8.778,6.268,4.029,2.794,2.267,0.723,0.059,0.011,0.001,0,0,0,1.004,1.765,3.002
"25340","MI",26,20180602,"stable",0.783,21.058,9.053,15.056,15.056,10.088,7.337,5.686,4.26,2.647,1.575,1.043,0.82,0.19,0,0,0,0,0,0,2.592,4.519,6.764
"25341","MI",26,20180603,"stable",6.932,20.287,10.296,15.292,15.292,10.292,7.298,5.429,3.793,1.858,0.604,0.171,0.072,0,0,0,0,0,0,0,1.566,3.312,5.78
"25342","MI",26,20180604,"stable",3.677,19.729,10.383,15.056,15.056,10.056,7.107,5.31,3.724,1.853,0.719,0.268,0.125,0,0,0,0,0,0,0,1.797,3.663,6.069
"25343","MI",26,20180605,"stable",1.216,21.005,8.35,14.678,14.678,9.692,6.906,5.258,3.789,1.998,0.76,0.244,0.089,0,0,0,0,0,0,0,2.32,4.082,6.411
"25344","MI",26,20180606,"stable",0.116,17.821,4.828,11.325,11.325,6.521,4.148,2.881,1.843,0.698,0.149,0.025,0.006,0,0,0,0,0,0,0,4.373,6.824,9.682
"25345","MI",26,20180607,"stable",0.301,20.748,8.823,14.785,14.785,9.785,6.874,5.154,3.645,1.885,0.678,0.213,0.078,0,0,0,0,0,0,0,2.1,3.893,6.292
"25346","MI",26,20180608,"stable",0,24.405,9.768,17.086,17.086,12.095,9.274,7.55,5.946,3.835,2.23,1.436,1.118,0.248,0,0,0,0,0,0,1.749,3.143,5.032
"25347","MI",26,20180609,"stable",1.524,24.913,12.578,18.746,18.746,13.746,10.747,8.776,6.932,4.484,2.536,1.548,1.154,0.169,0,0,0,0,0,0,0.738,1.79,3.408
"25348","MI",26,20180610,"stable",6.169,22,12.413,17.206,17.206,12.206,9.208,7.259,5.422,2.934,1.21,0.525,0.312,0.002,0,0,0,0,0,0,0.728,2.003,4.106
"25349","MI",26,20180611,"stable",0.997,22.19,9.577,15.883,15.883,10.885,8.01,6.253,4.645,2.564,1.075,0.442,0.262,0.001,0,0,0,0,0,0,1.68,3.191,5.379
"25350","MI",26,20180612,"stable",0.004,25.281,10.883,18.082,18.082,13.082,10.113,8.225,6.486,4.199,2.394,1.453,1.059,0.088,0,0,0,0,0,0,1.117,2.312,3.977
"25351","MI",26,20180613,"stable",3.68,25.634,14.466,20.05,20.05,15.05,12.05,10.05,8.068,5.286,3.006,1.861,1.388,0.234,0.001,0,0,0,0,0,0.235,0.956,2.337
"25352","MI",26,20180614,"stable",0.808,25.291,9.781,17.536,17.536,12.536,9.56,7.698,6.011,3.938,2.299,1.422,1.051,0.129,0,0,0,0,0,0,1.402,2.763,4.515
"25353","MI",26,20180615,"stable",0.523,26.677,10.353,18.515,18.515,13.515,10.525,8.621,6.885,4.673,2.912,1.945,1.523,0.306,0,0,0,0,0,0,1.158,2.397,4.008
"25354","MI",26,20180616,"stable",6.337,24.452,14.339,19.395,19.395,14.395,11.395,9.396,7.409,4.713,2.62,1.634,1.245,0.242,0.001,0,0,0,0,0,0.318,1.224,2.85
"25355","MI",26,20180617,"stable",6.746,26.413,16.969,21.691,21.691,16.691,13.691,11.691,9.691,6.706,4.048,2.623,2.036,0.533,0.027,0.006,0,0,0,0,0.015,0.357,1.345
"25356","MI",26,20180618,"stable",9.345,32.29,19.942,26.116,26.116,21.116,18.116,16.116,14.117,11.124,8.232,6.427,5.575,2.748,0.934,0.634,0.387,0.193,0.059,0.004,0.008,0.116,0.459
"25357","MI",26,20180619,"stable",4.133,27.732,14.18,20.956,20.956,15.956,12.957,10.988,9.114,6.537,4.295,3.047,2.517,1.051,0.313,0.197,0.107,0.045,0.012,0.001,0.58,1.339,2.561
"25358","MI",26,20180620,"stable",2.998,23.298,12.376,17.837,17.837,12.837,9.843,7.921,6.117,3.658,1.763,0.857,0.513,0.005,0,0,0,0,0,0,0.821,1.926,3.676
"25359","MI",26,20180621,"stable",0.363,24.023,11.21,17.616,17.616,12.616,9.621,7.682,5.884,3.596,1.869,1.024,0.704,0.041,0,0,0,0,0,0,0.98,2.253,4.088
"25360","MI",26,20180622,"stable",1.273,23.457,10.118,16.788,16.788,11.792,8.93,7.172,5.531,3.366,1.704,0.895,0.585,0.017,0,0,0,0,0,0,1.578,2.917,4.797
"25361","MI",26,20180623,"stable",3.67,23.905,11.76,17.832,17.833,12.833,9.892,8.029,6.247,3.82,1.919,1.016,0.672,0.02,0,0,0,0,0,0,0.988,2.087,3.84
"25362","MI",26,20180624,"stable",2.706,22.947,13.157,18.052,18.052,13.052,10.064,8.129,6.255,3.634,1.71,0.885,0.584,0.027,0,0,0,0,0,0,0.582,1.657,3.532
"25363","MI",26,20180625,"stable",1.027,22.018,9.516,15.767,15.767,10.773,7.895,6.14,4.56,2.603,1.208,0.575,0.352,0.001,0,0,0,0,0,0,1.837,3.441,5.585
"25364","MI",26,20180626,"stable",0.01,23.82,9.095,16.457,16.457,11.477,8.608,6.859,5.283,3.278,1.726,0.94,0.627,0.02,0,0,0,0,0,0,1.82,3.269,5.17
"25365","MI",26,20180627,"stable",4.568,25.465,13.513,19.489,19.489,14.489,11.489,9.49,7.527,4.883,2.786,1.707,1.255,0.1,0,0,0,0,0,0,0.394,1.297,2.766
"25366","MI",26,20180628,"stable",4.957,24.74,14.105,19.423,19.423,14.423,11.423,9.423,7.428,4.683,2.523,1.451,1.02,0.069,0,0,0,0,0,0,0.26,1.101,2.597
"25367","MI",26,20180629,"stable",0.012,29.709,15.523,22.616,22.616,17.616,14.616,12.616,10.616,7.674,5.122,3.756,3.154,1.22,0.108,0.016,0.001,0,0,0,0.059,0.506,1.538
"25368","MI",26,20180630,"stable",0.877,31.878,20.119,25.998,25.998,20.998,17.998,15.999,13.999,11,8.013,6.082,5.195,2.437,0.68,0.398,0.18,0.046,0.005,0,0.001,0.014,0.197
"25369","MN",27,20180601,"stable",0.225,25.926,13.136,19.531,19.531,14.531,11.547,9.611,7.763,5.223,3.121,2.052,1.607,0.461,0.025,0.007,0,0,0,0,0.691,1.59,3.076
"25370","MN",27,20180602,"stable",6.475,22.698,10.902,16.8,16.8,11.8,8.886,7.145,5.607,3.687,2.244,1.55,1.268,0.461,0.08,0.041,0.017,0.004,0,0,1.887,3.444,5.468
"25371","MN",27,20180603,"stable",9.504,17.292,9.763,13.528,13.528,8.529,5.632,3.898,2.502,1.144,0.394,0.127,0.05,0,0,0,0,0,0,0,2.616,4.866,7.523
"25372","MN",27,20180604,"stable",0.48,19.921,8.687,14.304,14.304,9.304,6.398,4.698,3.254,1.624,0.594,0.206,0.097,0,0,0,0,0,0,0,2.32,4.289,6.792
"25373","MN",27,20180605,"stable",0.184,26.677,10.513,18.595,18.595,13.647,10.813,9.02,7.342,5.079,3.238,2.269,1.86,0.689,0.09,0.03,0.005,0,0,0,1.484,2.643,4.265
"25374","MN",27,20180606,"stable",7.351,26.012,12.691,19.352,19.352,14.352,11.4,9.504,7.695,5.25,3.23,2.196,1.774,0.618,0.152,0.095,0.053,0.025,0.007,0,0.899,1.879,3.422
"25375","MN",27,20180607,"stable",0.19,24.751,10.106,17.428,17.428,12.431,9.543,7.776,6.151,3.981,2.253,1.365,0.998,0.172,0.003,0,0,0,0,0,1.553,2.825,4.569
"25376","MN",27,20180608,"stable",4.737,24.055,11.959,18.007,18.007,13.007,10.048,8.154,6.366,3.985,2.091,1.163,0.792,0.051,0,0,0,0,0,0,0.978,2.084,3.785
"25377","MN",27,20180609,"stable",7.394,24.81,14.648,19.729,19.729,14.729,11.729,9.73,7.773,5.025,2.705,1.57,1.114,0.108,0,0,0,0,0,0,0.296,0.976,2.385
"25378","MN",27,20180610,"stable",9.401,23.38,14.793,19.086,19.087,14.087,11.086,9.093,7.152,4.432,2.177,1.185,0.825,0.132,0.01,0.004,0.001,0,0,0,0.345,1.091,2.739
"25379","MN",27,20180611,"stable",3.33,24.787,14.847,19.817,19.817,14.817,11.817,9.824,7.871,5.089,2.71,1.578,1.13,0.153,0,0,0,0,0,0,0.272,0.894,2.313
"25380","MN",27,20180612,"stable",12.215,20.903,13.311,17.107,17.107,12.107,9.119,7.192,5.34,2.855,0.958,0.278,0.126,0,0,0,0,0,0,0,0.749,1.851,4.019
"25381","MN",27,20180613,"stable",0.043,23.037,10.053,16.545,16.545,11.545,8.548,6.638,4.972,2.949,1.429,0.677,0.389,0.006,0,0,0,0,0,0,1.404,2.884,4.844
"25382","MN",27,20180614,"stable",0.445,25.448,12.395,18.921,18.921,13.921,10.922,8.971,7.088,4.543,2.605,1.593,1.164,0.054,0,0,0,0,0,0,0.622,1.684,3.243
"25383","MN",27,20180615,"stable",4.252,27.103,16.34,21.722,21.721,16.722,13.722,11.722,9.723,6.815,4.134,2.734,2.15,0.467,0.002,0,0,0,0,0,0.094,0.412,1.428
"25384","MN",27,20180616,"stable",4.255,28.744,18.196,23.47,23.47,18.47,15.47,13.47,11.473,8.535,5.835,4.247,3.539,1.469,0.469,0.313,0.185,0.089,0.029,0.004,0.065,0.365,1.069
"25385","MN",27,20180617,"stable",22.903,27.612,18.375,22.993,22.993,17.993,14.993,12.993,10.993,8.009,5.254,3.695,3.011,1.101,0.263,0.151,0.072,0.025,0.003,0,0.016,0.261,1.018
"25386","MN",27,20180618,"stable",13.977,26.296,15.962,21.129,21.129,16.129,13.129,11.129,9.139,6.354,3.957,2.655,2.109,0.79,0.213,0.126,0.061,0.02,0.002,0,0.225,0.828,1.98
"25387","MN",27,20180619,"stable",4.24,25.038,14.772,19.905,19.905,14.905,11.905,9.917,7.998,5.301,2.907,1.673,1.181,0.075,0,0,0,0,0,0,0.397,1.002,2.276
"25388","MN",27,20180620,"stable",3.09,23.382,14.056,18.719,18.719,13.719,10.719,8.719,6.742,4.032,1.885,1.01,0.707,0.062,0,0,0,0,0,0,0.313,1.165,2.988
"25389","MN",27,20180621,"stable",8.885,25.752,14.347,20.049,20.049,15.049,12.049,10.05,8.072,5.279,3.021,1.956,1.531,0.377,0.006,0,0,0,0,0,0.23,0.972,2.482
"25390","MN",27,20180622,"stable",1.192,25.789,13.928,19.859,19.859,14.859,11.859,9.865,7.924,5.196,3.055,2.015,1.588,0.411,0.027,0.007,0,0,0,0,0.337,1.196,2.729
"25391","MN",27,20180623,"stable",0.549,27.095,14.459,20.777,20.777,15.777,12.777,10.778,8.791,5.944,3.647,2.455,1.941,0.448,0.01,0.001,0,0,0,0,0.167,0.87,2.164
"25392","MN",27,20180624,"stable",4.071,26.974,14.927,20.951,20.95,15.951,12.951,10.956,9.001,6.207,3.757,2.493,1.956,0.399,0.001,0,0,0,0,0,0.257,0.807,2.005
"25393","MN",27,20180625,"stable",4.577,24.029,13.559,18.794,18.794,13.794,10.795,8.842,6.978,4.455,2.408,1.433,1.045,0.106,0,0,0,0,0,0,0.661,1.614,3.251
"25394","MN",27,20180626,"stable",5.585,24.846,14.6,19.723,19.723,14.723,11.723,9.724,7.759,5.028,2.753,1.613,1.154,0.089,0,0,0,0,0,0,0.305,1.03,2.431
"25395","MN",27,20180627,"stable",1.726,23.63,15.263,19.447,19.447,14.447,11.447,9.448,7.482,4.665,2.289,1.234,0.849,0.099,0,0,0,0,0,0,0.218,0.842,2.402
"25396","MN",27,20180628,"stable",0.947,27.43,14.978,21.204,21.204,16.204,13.204,11.204,9.214,6.433,3.989,2.702,2.153,0.525,0.008,0,0,0,0,0,0.229,0.786,1.949
"25397","MN",27,20180629,"stable",6.906,28.947,18.186,23.567,23.567,18.567,15.567,13.567,11.567,8.585,5.769,4.097,3.344,1.119,0.059,0.01,0.001,0,0,0,0.019,0.203,0.777
"25398","MN",27,20180630,"stable",6.457,30.578,19.369,24.974,24.974,19.974,16.974,14.974,12.974,9.974,7.069,5.357,4.58,2.108,0.763,0.541,0.357,0.209,0.101,0.034,0,0.096,0.607
"25399","MO",29,20180601,"stable",6.635,30.739,18.939,24.839,24.839,19.839,16.839,14.839,12.839,9.839,6.847,5.013,4.235,1.817,0.335,0.159,0.068,0.022,0.002,0,0,0.008,0.396
"25400","MO",29,20180602,"stable",4.343,33.365,19.518,26.441,26.441,21.441,18.441,16.441,14.441,11.441,8.451,6.557,5.703,2.991,1.1,0.752,0.464,0.245,0.099,0.025,0,0.01,0.262
"25401","MO",29,20180603,"stable",6.666,29.084,15.547,22.316,22.316,17.316,14.316,12.316,10.316,7.36,4.895,3.548,2.949,1.058,0.117,0.042,0.009,0,0,0,0.045,0.579,1.633
"25402","MO",29,20180604,"stable",0.007,27.915,12.629,20.272,20.272,15.272,12.272,10.272,8.298,5.733,3.708,2.594,2.101,0.568,0.003,0,0,0,0,0,0.461,1.437,2.829
"25403","MO",29,20180605,"stable",0.005,25.873,13.554,19.714,19.714,14.714,11.714,9.714,7.715,4.978,2.927,1.853,1.397,0.197,0.001,0,0,0,0,0,0.264,1.213,2.684
"25404","MO",29,20180606,"stable",0,30.161,16.085,23.123,23.123,18.123,15.123,13.123,11.123,8.134,5.467,4.049,3.424,1.395,0.164,0.04,0.004,0,0,0,0.011,0.344,1.301
"25405","MO",29,20180607,"stable",1.23,31.899,18.299,25.099,25.099,20.099,17.099,15.099,13.099,10.099,7.126,5.384,4.64,2.226,0.594,0.321,0.122,0.025,0.001,0,0,0.028,0.541
"25406","MO",29,20180608,"stable",0.455,31.879,19.37,25.625,25.625,20.625,17.625,15.625,13.625,10.625,7.63,5.75,4.923,2.333,0.623,0.342,0.143,0.039,0.005,0,0,0.005,0.298
"25407","MO",29,20180609,"stable",0.713,32.217,20.491,26.354,26.354,21.354,18.354,16.354,14.354,11.354,8.354,6.39,5.472,2.611,0.753,0.437,0.199,0.065,0.016,0.002,0,0,0.118
"25408","MO",29,20180610,"stable",2.524,31.542,20.957,26.249,26.249,21.249,18.249,16.249,14.249,11.249,8.25,6.29,5.362,2.433,0.678,0.407,0.205,0.069,0.009,0,0,0,0.113
"25409","MO",29,20180611,"stable",0.371,33.179,20.913,27.046,27.046,22.046,19.046,17.046,15.046,12.046,9.046,7.056,6.104,3.106,1.094,0.727,0.422,0.193,0.054,0.004,0,0,0.058
"25410","MO",29,20180612,"stable",8.937,33.601,20.073,26.837,26.837,21.837,18.837,16.837,14.837,11.837,8.838,6.897,6.024,3.187,1.216,0.85,0.539,0.291,0.117,0.024,0,0.001,0.187
"25411","MO",29,20180613,"stable",1.573,30.38,19.933,25.156,25.156,20.156,17.156,15.156,13.156,10.156,7.157,5.214,4.35,1.768,0.281,0.126,0.05,0.018,0.004,0,0,0.001,0.194
"25412","MO",29,20180614,"stable",0.106,30.711,19.487,25.099,25.099,20.099,17.099,15.099,13.099,10.099,7.145,5.318,4.489,1.926,0.449,0.245,0.099,0.019,0.001,0,0,0.046,0.39
"25413","MO",29,20180615,"stable",3.793,32.848,20.299,26.574,26.573,21.573,18.573,16.573,14.574,11.574,8.582,6.678,5.789,2.921,1.031,0.697,0.42,0.207,0.068,0.008,0,0.009,0.215
"25414","MO",29,20180616,"stable",0.413,34.024,21.72,27.872,27.872,22.872,19.872,17.872,15.872,12.872,9.872,7.879,6.91,3.644,1.443,1.027,0.667,0.37,0.147,0.027,0,0,0.038
"25415","MO",29,20180617,"stable",0.045,33.946,22.84,28.393,28.393,23.393,20.393,18.393,16.393,13.393,10.393,8.393,7.395,3.837,1.489,1.052,0.676,0.367,0.14,0.021,0,0,0.003
"25416","MO",29,20180618,"stable",0.048,33.884,22.904,28.394,28.394,23.394,20.394,18.394,16.394,13.394,10.394,8.394,7.395,3.823,1.473,1.037,0.663,0.358,0.138,0.027,0,0,0.001
